Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR2040754,2017-07-24 07:44:32,2017-07-25 08:36:57,6544831,1178069580,6544831,180,643,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040754.sralite.1,ERX2099811,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829816,SAMEA104170798,simple,13894,Cocos nucifera,SAMEA104170798,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,580E984CFCD36D5C592C2B6C65C9963D,E65EE251A761CCF6BDF2ABD6981616CF
ERR2040755,2017-07-24 07:44:32,2017-07-25 08:37:34,13028185,2345073300,13028185,180,1276,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040755.sralite.1,ERX2099812,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829817,SAMEA104170799,simple,4718,Nypa fruticans,SAMEA104170799,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,0ED9507DEAF97591C9CB7E1062E95EE2,87A320FA9AA27D911F24FF22FD1464D2
ERR2040636,2017-07-24 07:44:30,2017-07-29 09:09:38,9230472,1661484960,9230472,180,916,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040636.sralite.1,ERX2099693,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829698,SAMEA104170680,simple,112253,Escallonia rubra,SAMEA104170680,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,CF12AB329D5F3D1A0CE6CB36A4DA1488,3C78B70EDA1F90277B075FDAAEDFE262
ERR2040637,2017-07-24 07:44:30,2017-07-29 09:10:01,13357901,2404422180,13357901,180,1641,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040637.sralite.1,ERX2099694,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829699,SAMEA104170681,simple,178798,Platyspermation crassifolium,SAMEA104170681,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,C46FFAE52E27BABC0725C128281714F3,842E8D6E9BA9D9F15813723D3BABE988
ERR2040638,2017-07-24 07:44:30,2017-07-29 09:10:37,15767412,2838134160,15767412,180,1620,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040638.sralite.1,ERX2099695,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829700,SAMEA104170682,simple,40918,Heracleum maximum,SAMEA104170682,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,57EC0F87962D0B3B9F28595BA34AA2FD,9DF44410147FA98C78A0B522277535FF
ERR2040639,2017-07-24 07:44:30,2017-07-29 09:10:34,13203947,2376710460,13203947,180,1556,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040639.sralite.1,ERX2099696,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829701,SAMEA104170683,simple,40949,Angelica archangelica,SAMEA104170683,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,39689831D9D27E933B78E474FE8D686A,01E5794FF96018E1FB43A612C5F3FC35
ERR2040640,2017-07-24 07:44:30,2017-07-29 09:11:13,12515145,2252726100,12515145,180,1523,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040640.sralite.1,ERX2099697,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829702,SAMEA104170684,simple,4052,Hedera helix,SAMEA104170684,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,A2BE7F702067C24FFF8382E0B90A0A85,EEAF4B480433A882CBEAF9A247DFDF95
ERR2040641,2017-07-24 07:44:30,2017-07-29 09:12:18,12570591,2262706380,12570591,180,1528,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040641.sralite.1,ERX2099698,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829703,SAMEA104170685,simple,4052,Hedera helix,SAMEA104170685,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,0CCFE739D80F980D410F5022FA905F7C,C51AB3D6860B1C7B1F8B99AF17DBDC00
ERR2040642,2017-07-24 07:44:30,2017-07-29 09:11:28,12796657,2303398260,12796657,180,1581,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040642.sralite.1,ERX2099699,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829704,SAMEA104170686,simple,50308,Polyscias fruticosa,SAMEA104170686,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,84B41EF6E4DB842E0D0A1017F15C4E5D,B0A55F4BD19614EDA36ADBAD503CA3D2
ERR2040643,2017-07-24 07:44:30,2017-07-29 09:12:35,15753180,2835572400,15753180,180,1878,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040643.sralite.1,ERX2099700,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829705,SAMEA104170687,simple,1475409,Hydrocotyle umbellata,SAMEA104170687,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,D5FBA3F8909428D28ED70F2601ED535B,CF1F26A4CFE8B03AFE567F404ACCFEA1
ERR2040644,2017-07-24 07:44:30,2017-07-29 09:12:23,13538873,2436997140,13538873,180,1601,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040644.sralite.1,ERX2099701,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829706,SAMEA104170688,simple,86852,Griselinia littoralis,SAMEA104170688,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,0EDCBFBEA4D0D4AF99E049D308CF2BAA,BAAF90E5F56AA428037C0CDDB6A21388
ERR2040645,2017-07-24 07:44:30,2017-07-29 09:13:04,13070575,2352703500,13070575,180,1453,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040645.sralite.1,ERX2099702,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829707,SAMEA104170689,simple,140583,Griselinia racemosa,SAMEA104170689,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,418F2BF041CE09BC17372FBDBBE082D8,0E0DB41A84EC68C5A93EB232F899A320
ERR2040646,2017-07-24 07:44:30,2017-07-29 09:13:20,12308625,2215552500,12308625,180,1179,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040646.sralite.1,ERX2099703,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829708,SAMEA104170690,simple,48106,Centella asiatica,SAMEA104170690,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,B2068B79D3787CB045608ABDB78EB442,1D618E1CFF31450F35C836F026F4BAED
ERR2040647,2017-07-24 07:44:30,2017-07-29 09:14:06,11100024,1998004320,11100024,180,1327,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040647.sralite.1,ERX2099704,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829709,SAMEA104170691,simple,159371,Pennantia corymbosa,SAMEA104170691,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,ADC9B1C23B4F28D146FA8D8E84334BF0,876D2435C7D11389C0D22B342365BA4C
ERR2040648,2017-07-24 07:44:30,2017-07-29 09:14:11,16178665,2912159700,16178665,180,1822,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040648.sralite.1,ERX2099705,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829710,SAMEA104170692,simple,330643,Pittosporum resiniferum,SAMEA104170692,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,C433722EC2D65AD39BBE17AA7F8F0BB8,76CCFB51C676E2D85A4EF0975CC61270
ERR2040649,2017-07-24 07:44:30,2017-07-29 09:14:05,11285494,2031388920,11285494,180,1205,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040649.sralite.1,ERX2099706,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829711,SAMEA104170693,simple,4297,Ilex vomitoria,SAMEA104170693,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,DDC2138961FE867AB803332C2728DCA7,CD339E2C96B8DD57B2A38AE13B7D268F
ERR2040650,2017-07-24 07:44:30,2017-07-29 09:14:46,14362910,2111347770,14362910,147,924,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040650.sralite.1,ERX2099707,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina Genome Analyzer II,ERP023948,PRJEB21674,,393814,ERS1829712,SAMEA104170694,simple,185542,Ilex paraguariensis,SAMEA104170694,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,8C23217BB9E27743BB77548F0DBD8465,69694E5334B9B9E5D67559913FCB7283
ERR2040651,2017-07-24 07:44:30,2017-07-29 09:14:49,10670021,1920603780,10670021,180,1140,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040651.sralite.1,ERX2099708,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829713,SAMEA104170695,simple,16915,Helwingia japonica,SAMEA104170695,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,C17E86578A559154397EFA3E5C83F591,C2CB3D782413B930C840A77BB357CF40
ERR2040652,2017-07-24 07:44:30,2017-07-29 09:15:27,7822081,1407974580,7822081,180,867,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR002/040/ERR2040652/ERR2040652.sralite.1,ERX2099709,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829714,SAMEA104170696,simple,16909,Corokia cotoneaster,SAMEA104170696,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,B89C17F1B95CB4F2BD0CDD4DD6F98AEE,13022E5CAA415CDDB68DCB707CC99956
ERR2040653,2017-07-24 07:44:30,2017-07-29 09:15:35,13785210,2481337800,13785210,180,1541,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040653.sralite.1,ERX2099710,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829715,SAMEA104170697,simple,72917,Erigeron canadensis,SAMEA104170697,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,2C24A2E8B74A82CFBB39072437CF8826,36926639B5069D854676F49199146C4F
ERR2040654,2017-07-24 07:44:30,2017-07-29 09:16:05,14659949,2638790820,14659949,180,1646,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040654.sralite.1,ERX2099711,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829716,SAMEA104170698,simple,72917,Erigeron canadensis,SAMEA104170698,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,38DF642D3318E1A268B5A5AF5B968954,E9BCF896D1E12A4EA74247BC966EE1DA
ERR2040655,2017-07-24 07:44:30,2017-07-29 09:16:16,14691842,2644531560,14691842,180,1651,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040655.sralite.1,ERX2099712,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829717,SAMEA104170699,simple,318068,Xanthium strumarium,SAMEA104170699,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,83B5D52DFA455FBA4D80BA2A839C24F2,A165DB12A90F7E752358855E54CC2009
ERR2040656,2017-07-24 07:44:30,2017-07-29 09:16:23,14783268,2660988240,14783268,180,1402,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040656.sralite.1,ERX2099713,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829718,SAMEA104170700,simple,56017,Matricaria matricarioides,SAMEA104170700,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,0A82A6351601D1B91696DF9C7BB08FE6,370ED3A8FCE70397AB1C1255487C6EC2
ERR2040657,2017-07-24 07:44:30,2017-07-29 09:16:42,5911735,1064112300,5911735,180,626,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040657.sralite.1,ERX2099714,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829719,SAMEA104170701,simple,59297,Solidago canadensis,SAMEA104170701,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,887EE059B1EDE6945A1C2E4097A11997,2BBFE424F1EF8C343DD27CD11A40247C
ERR2040658,2017-07-24 07:44:30,2017-07-29 09:17:15,16747353,3014523540,16747353,180,1688,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040658.sralite.1,ERX2099715,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829720,SAMEA104170702,simple,92921,Silybum marianum,SAMEA104170702,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,120F3DF1216C600D8CE3810760DCCDDA,76F10E40DD4BC8FCFD05270DC5B827E4
ERR2040659,2017-07-24 07:44:30,2017-07-29 09:17:12,12606640,2269195200,12606640,180,1351,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040659.sralite.1,ERX2099716,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829721,SAMEA104170703,simple,138408,Helenium autumnale,SAMEA104170703,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,812BCFB63E0B572C449CE8171637328B,9EE58A0891619E290526EAAAE0C9C2D8
ERR2040660,2017-07-24 07:44:30,2017-07-29 09:17:26,14358633,2584553940,14358633,180,1361,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040660.sralite.1,ERX2099717,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829722,SAMEA104170704,simple,72917,Erigeron canadensis,SAMEA104170704,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,A0F4A7CE6A312C268EF92E41898CF3F4,51B2D31A2A3C02C2867ACBA1735E92BD
ERR2040661,2017-07-24 07:44:30,2017-07-29 09:19:12,15654623,2817832140,15654623,180,1830,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040661.sralite.1,ERX2099718,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829723,SAMEA104170705,simple,588669,Aster tataricus,SAMEA104170705,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,7440DA8CA8ABCCBD8EF1F2469DB31088,D297032F434144B69F2469B453E73262
ERR2040662,2017-07-24 07:44:30,2017-07-29 09:17:56,9042675,1627681500,9042675,180,902,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040662.sralite.1,ERX2099719,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829724,SAMEA104170706,simple,163088,Flaveria angustifolia,SAMEA104170706,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,E53CFEF67A2B79ACDFA48A733810FBB3,AE6112D62774D770F6871E94FC5E1CC3
ERR2040663,2017-07-24 07:44:30,2017-07-29 09:18:00,8334005,1500120900,8334005,180,828,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040663.sralite.1,ERX2099720,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829725,SAMEA104170707,simple,163088,Flaveria angustifolia,SAMEA104170707,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,B2C53498E1E047251C0D061C27F0758F,B290F3DEB4817B3AA1BD1C7394396AB3
ERR2040664,2017-07-24 07:44:30,2017-07-29 09:18:35,12712437,2288238660,12712437,180,1227,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040664.sralite.1,ERX2099721,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829726,SAMEA104170708,simple,4224,Flaveria bidentis,SAMEA104170708,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,A7A074FBEE231DD944727ECA706B0F97,8E22EF13C8DF31FA9EB3E8B7D622FF8B
ERR2040665,2017-07-24 07:44:30,2017-07-29 09:18:40,11544500,2078010000,11544500,180,1112,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040665.sralite.1,ERX2099722,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829727,SAMEA104170709,simple,4224,Flaveria bidentis,SAMEA104170709,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,68C5533B05B454DD93F517769D32151C,F27A7B461B05943D724097E82B1FE50F
ERR2040666,2017-07-24 07:44:30,2017-07-29 09:19:13,8566914,1542044520,8566914,180,866,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040666.sralite.1,ERX2099723,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829728,SAMEA104170710,simple,33111,Flaveria brownii,SAMEA104170710,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,DC0B8220C1BF8CD0D7947F6BFC6F4267,1390B6E2753F7D1E8B776D7A1F214C28
ERR2040667,2017-07-24 07:44:30,2017-07-25 08:16:53,10728881,1931198580,10728881,180,1061,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040667.sralite.1,ERX2099724,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829729,SAMEA104170711,simple,33111,Flaveria brownii,SAMEA104170711,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,D645D8C172D68701B2E4900DE026B3A6,BB9E9ACE121B1305A16899D145E95B83
ERR2040668,2017-07-24 07:44:30,2017-07-29 09:19:16,8404843,1512871740,8404843,180,784,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040668.sralite.1,ERX2099725,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829730,SAMEA104170712,simple,29717,Flaveria cronquistii,SAMEA104170712,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,8AC0ECFA38C9A4F26AF3D4C9A5832651,590FE6DDFDA62D9A5070182E700F8052
ERR2040669,2017-07-24 07:44:30,2017-07-29 09:19:49,7811416,1406054880,7811416,180,729,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040669.sralite.1,ERX2099726,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829731,SAMEA104170713,simple,29717,Flaveria cronquistii,SAMEA104170713,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,912476FE3ECA9798442C0DDAEDE79200,F4C1F561121B5B306BE5DE0CF2D6196D
ERR2040670,2017-07-24 07:44:30,2017-07-29 09:20:18,9610029,1729805220,9610029,180,882,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040670.sralite.1,ERX2099727,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829732,SAMEA104170714,simple,343901,Flaveria kochiana,SAMEA104170714,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,14A778D8DAFEB70F3DE3CD75A0944919,4B79A7D8FC072D55984584D2382650B4
ERR2040671,2017-07-24 07:44:30,2017-07-29 09:20:44,9664942,1739689560,9664942,180,890,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040671.sralite.1,ERX2099728,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829733,SAMEA104170715,simple,35879,Flaveria palmeri,SAMEA104170715,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,BE24E98FBF3C2C4572C1BB759D298E34,05002D6F6A65D9303234955C154B8718
ERR2040672,2017-07-24 07:44:30,2017-07-25 08:16:52,10032456,1805842080,10032456,180,951,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040672.sralite.1,ERX2099729,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829734,SAMEA104170716,simple,4226,Flaveria pringlei,SAMEA104170716,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,901BCF5D14D0267AF00246DE282C5303,A005A5649908216A7B49061550D8A827
ERR2040673,2017-07-24 07:44:30,2017-07-29 09:20:55,8109554,1459719720,8109554,180,755,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR002/040/ERR2040673.sralite.1,ERX2099730,unspecified,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP023948,PRJEB21674,,393814,ERS1829735,SAMEA104170717,simple,4226,Flaveria pringlei,SAMEA104170717,,,,,,,no,,,,,DEPARTMENT OF BIOLOGICAL SCIENCES,ERA979340,,public,8E603DDF409CC8359098D825EEF81B2B,712947FBC10A595A1E035C7E3F3DB2C0
